CODE_PARAMETRE;NOM_PARAMETRE;STATUT_PARAMETRE;NOM_PARAMETRE_COURT;NOM_PARAMETRE_LONG;CLASSE_1;CLASSE_2;CLASSE_3;CLASSE_4;USAGE_1;USAGE_2;USAGE_3;USAGE_4;REGLEMENT_1;REGLEMENT_2;REGLEMENT_3;REGLEMENT_4;PARAMETRE_ADES;CODE_UNITE_ADES;LIBELLE_UNITE_ADES
6071;Glycerol;Validé;Glycérol;Glycérol;Paramètres classés par classe;Chimique;Micropolluants organiques;Alcools et polyols;;;;;;;;;oui;133;microgramme par litre
6072;Holmium;Validé;Ho;Holmium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6073;Lutetium;Validé;Lu;Lutetium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6074;Manganèse 54;Validé;Mn 54;Manganèse 54;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6075;Iode 129;Validé;Iode 129;Iode 129;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6076;Osmium;Validé;Os;Osmium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6077;Propanol-1;Gelé;Propanol1;Propanol-1;;;;;;;;;;;;;oui;133;microgramme par litre
6078;Ruthénium 106;Validé;Ru 106;Ruthénium 106;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6079;Thulium;Validé;Tm;Thulium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6080;Ytterbium;Validé;Yb;Ytterbium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6086;Teneur en fraction minerale;Validé;FractMin;Fraction Minerale;Paramètres classés par classe;Physique;;;;;;;;;;;oui;400;pourcentage de la matière sèche
6096;Equivalent Gazole;Validé;Gazole;Equivalent Gazole;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6097;Equivalent petrole;Validé;petrole;Equivalent petrole;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6098;Epaisseur mesurée de la Phase Liquide Non Aqueuse Légère;Validé;Ep PLNAL;Epaisseur PLNAL;Paramètres classés par classe;Physique;;;;;;;;;;;oui;13;centimètre
6099;Epaisseur mesurée de la Phase Liquide Non Aqueuse Dense;Validé;Ep PLNAD;Epaisseur PLNAD;Paramètres classés par classe;Physique;;;;;;;;;;;oui;13;centimètre
6100;Somme d'Ethylbenzène et de Xylènes;Validé;ETBZ+XYL;Ethylbenzène + Xylènes;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
6101;Sebuthylazine 2-hydroxy;Validé;Sebuaz 2OH;Sebuthylazine 2-hydroxy;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
6102;Trietazine 2-hydroxy;Validé;Trieta 2OH;Trietazine 2-hydroxy;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
6103;Rapport matière organique sur azote organique;Validé;MO/NO;Rapport M0/NO;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;X;Sans objet
6105;Rapport calcium sur capacité d'échange cationique;Validé;Ca/CEC;Rapport Ca/CEC;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;X;Sans objet
6106;Taux de saturation en cations du complexe absorbant;Validé;S/T;Rapport S/T;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;X;Sans objet
6107;N-methylpyrrole;Validé;N-Mepyrol;N-methylpyrrole;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6108;1-Propene, 2-methyl-, tetramer;Validé;1p2mtetram;1-Prop2-meth-tetramer;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6109;2,4-dimethylpyridine;Validé;2,4dimtpyr;2,4-dimethylpyridine;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6110;1,1,1-Trimethylacetone;Validé;33DiMe2buO;Dimethyl-3,3-butanone-2;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
6111;2H-1,4-Benzoxazin-3(4H)-one;Validé;2H-1,4-Ben;2H-1,4-Benzo-3(4H)-one;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;;;;;;;;;oui;133;microgramme par litre
6112;2-isopropylphenol;Validé;2isoprophe;2-isopropylphenol;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;;;;;;;;;oui;133;microgramme par litre
6113;2-methylbenzofurane;Validé;2-mtbzfura;2-methylbenzofurane;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;419;picogramme par litre
6114;2-methylpyridine;Validé;2mtpyridin;2-methylpyridine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6115;2-methylquinoline;Validé;2mtqinolin;2-methylquinoline;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6116;2-methylthiophene;Validé;2mthiophen;2-methylthiophene;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6117;3-methylthiophene;Validé;3mthiophen;3-methylthiophene;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6118;Acide maleic;Validé;Acidmaleic;Acide maleic;Paramètres classés par classe;Chimique;Micropolluants organiques;Acides carboxy;;;;;;;;;oui;133;microgramme par litre
6119;Acridine;Validé;Acridine;Acridine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6120;Micro-organismes sulfito-réducteurs;Validé;µorgasure;µorga sulfitoreduct;Paramètres classés par classe;Biologique;Microbiologique;;;;;;;;;;oui;391;nombre le plus probable pour 100 ml
6121;Benzenamine, N-ethyl-3-methyl-;Validé;BzNet3mt;BzenamNeth3meth;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6122;Benzene, 1,1'-ethylidenebis-;Validé;Benz11'eth;Benz, 1,1'-ethylidenebis-;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
6123;Benzofurane;Validé;Benzofuran;Benzofurane;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;419;picogramme par litre
6124;Benzothiophene;Validé;Benzothiop;Benzothiophene;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6125;Dibenzothiophene sulfone;Validé;Dibztiopsf;Dibenzothiophene sulfone;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6126;Dichloroethene;Validé;Dicloroet;Dichloroethene;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
6127;Equivalent diesel;Validé;DRO EPA;DRO10-C28;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6128;C1-C3 Alkylphenol;Validé;C1C3Alpol;C1-C3 Alkylphenol;Paramètres classés par classe;Chimique;Micropolluants organiques;Alkylphénols, nonylphénols et bisphénols A;;;;;;;;;oui;133;microgramme par litre
6129;Essence E;Validé;EssenceE;Essence E;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6130;Essence F;Validé;Essence F;Essence F;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6131;Ethyle formate;Validé;Etylform;Ethyle formate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6132;Coupes hydrocarbures TPH EC C6-C10 aliphatiques;Validé;C6C10CoHyA;C6-C10 Coupe hydrocarbAli;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6133;C6-C40 Coupes hydrocarbures;Validé;C6C40CoHy;C6-C40 Coupes hydrocarbu;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6134;Hexylene glycol;Validé;HexyGlycol;Hexylene Glycol;Paramètres classés par classe;Chimique;Micropolluants organiques;Alcools et polyols;;;;;;;;;oui;133;microgramme par litre
6135;Somme HAP (10) - VROM;Validé;Shap10VROM;Somme HAP (10) - VROM;Paramètres classés par classe;Chimique;Micropolluants organiques;HAP (Hydrocarbures aromatiques, polycycliques, pyrolytiques et dérivés);;;;;;;;;oui;133;microgramme par litre
6136;Somme HAP (16) - EPA;Validé;SHAP16EPA;Somme HAP (16) - EPA;Paramètres classés par classe;Chimique;Micropolluants organiques;HAP (Hydrocarbures aromatiques, polycycliques, pyrolytiques et dérivés);;;;;;;;;oui;133;microgramme par litre
6137;C10-C12 Coupes hydrocarbures aliphatiques;Validé;C10C12hali;C10-C12 hydrocarb alipha;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6138;C12-C14 Coupes hydrocarbures aliphatiques;Validé;C12C14hcli;C12-C14 hydrocarb alipha;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6139;C14-C16 Coupes hydrocarbures aliphatiques;Validé;C14C16hcal;C14-C16 hydrocarb alipha;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6140;C6-C10 Coupes hydrocarbures volatils (Aromatiques et aliphatiques confondus);Validé;C6C10hycv;C6C10 hydrocar vol Ar+Ali;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6141;Iridium;Validé;Iridium;Iridium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6142;Isopentyl acetate;Validé;Isoptaceta;Isopentyl acetate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6143;Isopropyl 2-bromo-2-methylpropionate;Validé;Ip2b2mprop;Isopropyl2bromo2mtlprop;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6144;1-Méthoxy 1-propanol;Validé;Mtoxppol;1-Méthoxy 1-propanol;Paramètres classés par classe;Chimique;Micropolluants organiques;Alcools et polyols;;;;;;;;;oui;133;microgramme par litre
6145;Methyl-3 butanone-2;Validé;Mt3btone2;Méthyl-3 butanone-2;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
6146;Nitrophenols;Validé;Ntrophl;Nitrophenols;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;;;;;;;;;oui;133;microgramme par litre
6147;Propyl acetate;Validé;Proplatat;Propyl acetate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6148;Ion Hydroxide;Validé;OH;Ion Hydroxide;Paramètres classés par classe;Chimique;Autres éléments minéraux;;;;;;;;;;oui;133;microgramme par litre
6149;Oxydabilité;Validé;Oxydab;Oxydabilité;Paramètres classés par classe;Physique;;;;;;;;;;;oui;175;milligramme d'oxygène par litre
6150;2,4-Di-t-pentylphenol;Validé;2,4Ditptph;2,4-Di-t-pentylphenol;Paramètres classés par classe;Chimique;Micropolluants organiques;Alkylphénols, nonylphénols et bisphénols A;;;;;;;;;oui;133;microgramme par litre
6151;Phenols volatils;Validé;Phenovolat;Phenols volatils;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;;;;;;;;;oui;133;microgramme par litre
6152;Polycyclic Aromatic Hydrocarbons (PAH);Gelé;PAH;Polycy Aroma Hydroc;;;;;;;;;;;;;oui;133;microgramme par litre
6153;Pyrrole;Validé;Pyrrole;Pyrrole;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6154;Quinoline;Validé;Quinoline;Quinoline;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6155;Résistivité à 20°C;Validé;Resist20°C;Resistivite à 20°C;Paramètres classés par classe;Physique;;;;;;;;;;;oui;441;ohm fois mètre
6156;Somme des acrylates;Gelé;Somacrylat;Somme des acrylates;;;;;;;;;;;;;oui;133;microgramme par litre
6157;Somme de 6 PCB;Validé;Somde6PCB;Somme de 6 PCB;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;133;microgramme par litre
6158;HAP somme (7);Validé;HAP somme7;HAP somme (7);Paramètres classés par classe;Chimique;Micropolluants organiques;HAP (Hydrocarbures aromatiques, polycycliques, pyrolytiques et dérivés);;;;;;;;;oui;133;microgramme par litre
6159;Somme de 13 composés aromatiques volatils;Validé;SomAromVol;Som Compo arom volatil;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6160;1,4-Dichloro-trans-2-butene;Validé;14dicht2bt;1,4Dichlotrans2but;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
6161;Somme des Trichlorophenols;Validé;STrichlphe;STrichlorophen;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorophé;;;;;;;;;oui;133;microgramme par litre
6162;Triethylene glycol;Validé;Trietyglyc;Triethylene glycol;Paramètres classés par classe;Chimique;Micropolluants organiques;Alcools et polyols;;;;;;;;;oui;133;microgramme par litre
6163;4-Nitroquinoline-1-oxide;Validé;4NQO;4-Nitroquinoline-1-oxide;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6164;7,12-Dimethylbenzo(a)anthracene;Validé;7.12DMBzAn;7.12dimethylbenzo(a)anthr;Paramètres classés par classe;Chimique;Micropolluants organiques;HAP (Hydrocarbures aromatiques, polycycliques, pyrolytiques et dérivés);;;;;;;;;oui;133;microgramme par litre
6165;Acetophenone;Validé;Acephenone;Acetophenone;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
6166;2-Acetylaminofluorene;Validé;2acNHfluo;2-Acetylaminofluorene;Paramètres classés par classe;Chimique;Micropolluants organiques;HAP (Hydrocarbures aromatiques, polycycliques, pyrolytiques et dérivés);;;;;;;;;oui;133;microgramme par litre
6167;Aramite;Validé;Aramite;Aramite;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Acaricides;;;;;;oui;133;microgramme par litre
6168;C18-C30 Alkylphenol;Validé;C18-30Alky;C18-C30 Alkylphenol;Paramètres classés par classe;Chimique;Micropolluants organiques;Alkylphénols, nonylphénols et bisphénols A;;;;;;;;;oui;133;microgramme par litre
6169;Ethyl methanesulfonate;Validé;EtMeSu;Ethyl methanesulfonate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6170;Hexachloropropene;Validé;HexaClpron;Hexachloropropene;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;;;;;;;;;oui;133;microgramme par litre
6171;Isosafrole;Validé;Isosafrole;Isosafrole;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6172;Methyl methanesulfonate;Validé;MetMethaSu;Methyl methanesulfonate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6173;Methylethylnitrosamine;Validé;MeEtNamin;Methylethylnitrosamine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6174;Dibutylnitrosamine;Validé;DbutNNH2;Dibutylnitrosamine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6175;N-Nitrosomorpholine;Validé;NMOR;N-Nitrosomorpholine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6176;N-Nitrosopiperidine;Validé;N-PIP;N-Nitrosopiperidine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6177;N-Nitrosopyrrolidine;Validé;N-PYR;N-Nitrosopyrrolidine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6178;O,O,O-Triethyl phosphorothioate;Validé;3O3etPS;O,O,O-Triethyl PS;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;;;;;;;;;oui;133;microgramme par litre
6179;p-Dimethylaminoazobenzene;Validé;DAB;p-Dimethylaminoazobenz;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
