CODE_PARAMETRE;NOM_PARAMETRE;STATUT_PARAMETRE;NOM_PARAMETRE_COURT;NOM_PARAMETRE_LONG;CLASSE_1;CLASSE_2;CLASSE_3;CLASSE_4;USAGE_1;USAGE_2;USAGE_3;USAGE_4;REGLEMENT_1;REGLEMENT_2;REGLEMENT_3;REGLEMENT_4;PARAMETRE_ADES;CODE_UNITE_ADES;LIBELLE_UNITE_ADES
7713;Chloroacétaldéhyde;Validé;Chloroacét;Chloroacétaldéhyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
7714;Somme de Fer et Aluminium;Validé;Fe+Al;Somme Fe+Al;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;162;milligramme par litre
7715;Chlorothalonil-4-hydroxy;Validé;MetChloro1;4hydroxy256trichloisophta;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7716;2-Aminosulfonyl-N,N-dimethylnicotinamide;Validé;MetNicosul;NNdimet2sulfamoypyri3carb;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7717;Chlorothalonil SA;Validé;MetChlorot;2a356tricchlo4cyanbensulf;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7718;Acétochlore SAA;Validé;AcetoClSAA;Acétochlore SAA;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7719;2-((carbamimidoylcarbamoyl)sulfamoyl)-N,N-dimethylpyridine-3-carboxamide;Validé;MetNicols1;2carbNNdimetpyri3carboxam;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7721;Cyclopentane;Validé;Cyclopent.;Cyclopentane;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
7722;Isothiazolinone;Validé;Isothiazol;Isothiazolinone;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7723;Quinoclamine;Validé;Quinoclami;Quinoclamine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7724;Sedaxane;Validé;Sedaxane;Sedaxane;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7725;Acide pélargonique;Validé;Acidpélarg;Acide pélargonique;Paramètres classés par classe;Chimique;Micropolluants organiques;Acides carboxy;;;;;;;;;oui;133;microgramme par litre
7727;Diméthachlore CGA 369873;Validé;CGA 369873;Diméthachlore CGA 369873;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7728;Abondance Bactérienne;Validé;Ab. Bact;Ab. Bactérienne;Paramètres classés par classe;Biologique;Microbiologique;;;;;;;;;;oui;451;Nombre de cellules par millilitre
7729;Métolachlore NOA 413173;Validé;NOA 413173;Métolachlore NOA 413173;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7730;Métolachlore CGA 368208;Validé;CGA 368208;Métolachlore CGA 368208;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7731;Métolachlore CGA 357704;Validé;CGA 357704;Métolachlore CGA 357704;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7732;Flufénacet thiadone (M9);Validé;ThiadoneM9;Thiadone (M9);Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7733;Métolachlore CGA 50720;Validé;CGA50720;Métolachlore CGA 50720;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7734;Iso-Chloridazone;Validé;IsoCldazon;Iso-Chloridazone;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7735;Diméthénamide OXA;Validé;DmetamiOXA;Diméthénamide OXA;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7736;Propachlore OXA;Validé;PropaClOXA;Propachlore OXA;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7737;Polybutène;Validé;polybutene;polybutene;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7738;Spiromesifen;Validé;spiromesif;spiromesifen;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7739;Emamectine benzoate;Validé;emamectine;emamectine benzoate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7741;formetanate hydrochloride;Validé;FormeHydro;formetanate hydrochloride;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7746;Score de la métrique densité d'individus omnivores (DIO);Validé;Score DIO;Score DIO;Paramètres classés par classe;Biologique;Hydrobiologique;;;;;;;;;;oui;X;Sans objet
7747;metaflumizone;Validé;metaflumiz;metaflumizone;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7748;cyflufénamide;Validé;cyflufénam;cyflufénamide;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7749;Acides Gras Volatils totaux exprimés en acide acétique;Validé;AGVTotaux;Acides gras Volatils TX;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;162;milligramme par litre
7750;Somme Acétochlore ESA + Alachlore ESA;Validé;AcetAlaESA;AcétochlorESA+AlachlorESA;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7751;19'-Butanoyloxyfucoxanthin;Validé;But-fuco;Butanoyloxyfucoxanthin;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7752;19'-hexanoyloxy-4-ketofucoxanthin;Validé;Hex-kfuco;19'-hexanoyloxy-4-ketofuc;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7753;19'-Hexanoyloxyfucoxanthin;Validé;Hex-fuco;19'-Hexanoyloxyfucoxanthi;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7754;9'-cis-Neochrome;Validé;C-neochr;9'-cis-Neochrome;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7755;9'-cis-Neoxanthin;Validé;C-neo;9'-cis-Neoxanthin;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7756;beta,beta-Carotene (beta carotène);Validé;b, b-Caro;beta,beta-Carotene;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7757;beta,epsilon-Carotene (alpha carotène);Validé;beta,epsil;beta,epsilon-Carotene;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7758;beta,psi-Carotene;Validé;beta,psi-C;beta,psi-Carotene;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7759;epsilon,epsilon-Carotene;Validé;epsilon-Ca;epsilon,epsilon-Carotene;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7760;psi,psi-Carotene (Lycopene);Validé;psi,psi-Ca;psi,psi-Carotene;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7761;Chlorophyll a epimer;Validé;CHLOROA';Chlorophyll a epimer;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7762;Chlorophyll b epimer;Validé;CHLOROB';Chlorophyll b epimer;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7763;Vaucheriaxanthin ethanoate octanoate;Validé;Vauch-eo;Vaucheriaxanthin ethanoat;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7764;Oscillol diquinovoside;Validé;Oscil;Oscillol diquinovoside;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7765;Myxol quinovoside;Validé;Myxo;Myxol quinovoside;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7766;Magnesium 2,4-dyvinilpheoporphyrin a5 monomethyl ester;Validé;Mg-DVP;Magnesium 2,4-dyvinilpheo;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7767;Loroxanthhin dodecanoate;Validé;Loro-d;Loroxanthhin dodecanoate;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7768;Loroxanthhin;Validé;Loro;Loroxanthhin;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7769;Gyroxanthin dodecanoate ethanoate;Validé;Gyro-de;Gyroxanthin dodecanoate;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7770;Dihydrolutein;Validé;Dhlut;Dihydrolutein;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7771;Pyropheophorbide a;Validé;Ppheide-a;Pyropheophorbide a;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7772;Prasinoxanthin;Validé;Pras;Prasinoxanthin;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7773;Siphonaxanthin dodecenote;Validé;Siph-do;Siphonaxanthin dodecenote;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7774;all-trans-Neoxanthin;Validé;T-neo;all-trans-Neoxanthin;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7775;Monovinyl Chlorophyll C3;Validé;MV-CHLOROC;Monovinyl Chlorophyll C3;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7776;Divinyl chlorophyll a;Validé;DVCHLOROA;Divinyl chlorophyll a;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7777;Divinyl chlorophyll b;Validé;DVCHLOROB;Divinyl chlorophyll b;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7778;Chlorophyll c3;Validé;CHLOROC3;Chlorophyll c3;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7779;Chlorophyll c2;Validé;CHLOROC2;Chlorophyll c2;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7780;Chlorophyll c1;Validé;CHLOROC1;Chlorophyll c1;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7781;Somme Chlorophyll c1 et Chlorophyll c2;Validé;chloroc1c2;Somme Chloro c1 et c2;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7782;Desméthyl-chlortoluron;Validé;Desmetchlo;Desméthyl-chlortoluron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;;;;;;;;;oui;133;microgramme par litre
7783;Haloxyfop méthyl;Validé;HaloxyMeth;Haloxyfop méthyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Phénoxya;;;;;;;;;oui;133;microgramme par litre
7784;4-methyl-2-nitrophenol;Validé;119-33-5;Phenol, 4-methyl-2-nitro-;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;;;;;;;;;oui;133;microgramme par litre
7785;Somme de 2,5 et 3,5 dichlorophenol;Validé;2,5-3,5ClP;Dichlorophenol-2,3-3,5 ;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorophé;;;;;;;;;oui;133;microgramme par litre
7788;Isoiprodione;Validé;iprodmétab;iprodione metabolite;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7793;Chlorophyll a allomer;Validé;CHLOROA-al;CHLOROA-allo;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7794;Chlorophyll c2-monogalactosyldiacylglyceride ester [14:0-14:0];Validé;ChloroC214;CHLOROC2-MGDG_14:0-14:0;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7795;Chlorophyll c2-monogalactosyldiacylglyceride ester [18:4-14:0];Validé;ChloroC218;CHLOROC2-MGDG_18:4-14:0;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7796;Mutatoxanthin;Validé;Mutato;Mutatoxanthin;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7798;Zinc pyrithione;Validé;Zn pyr;Zinc pyrithione;Paramètres classés par classe;Chimique;Organométalliques;;;;;;;;;;oui;133;microgramme par litre
7800;Somme de l’azote ammoniacal, des nitrates et des nitrites;Validé;NH4NO2NO3;Somme de l’azote ammoniac;Paramètres classés par classe;Chimique;Paramètres azotés;;;;;;;;;;oui;133;microgramme par litre
7801;Cyprosulfamide;Validé;Cyprsulfmd;Cyprosulfamide;Paramètres classés par classe;Chimique;Micropolluants organiques;Amides (hors acéta);;;;;;;;;oui;133;microgramme par litre
7802;3-Chloro-1,2-propanediol;Validé;CHLOROPROP;3-Chloro-1,2-propanediol;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7803;1,3,5-trichloro-2,4-dinitrobenzene;Validé;1,3,5-tric;1,3,5-trichloro-2,4-dinit;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7804;Carbone Organique Dissous Biodégradable;Validé;CODB;CODB;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;162;milligramme par litre
7815;2,6-di-tert-butyl-4-méthylphénol;Validé;BHT;2,6-di-t-bu-4-méthyphénol;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;;;;;;;;;oui;133;microgramme par litre
7816;4-méthoxycinnamate de 2-éthylhexyle;Validé;EHMeOCnnmt;EtHex methoxycinnamate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7817;Azithromycine;Validé;Azithromyc;Azithromycine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;390;nanogramme par litre
7818;Somme des 16 substances dangereuses pour l’environnement (Décret no 2014-1578);Validé;16 SDE;16 SDE;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7842;Ametoctradine;Validé;Ametoctrad;Ametoctradine;Paramètres classés par classe;Chimique;Micropolluants organiques;amines;;;;;;;;;oui;133;microgramme par litre
7843;Lincomycine;Validé;Lincomycin;Lincomycine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7844;Phycocyanine;Validé;PhycoCyan;Phycocyanine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;588;Unité de Fluorescence Relative
7848;2-Ethylaniline;Validé;2EA;2-Ethylaniline;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
7849;1,1-dichloro-2-propanone;Validé;DC2P;1,1-dichloro-2-propanone;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
7850;1,1,1-trichloro-2-propanone;Validé;TC2P;111triCl-2propanone;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
7851;Phtalate de dicyclohexyle;Validé;DiCyHexPh;Phtalate de dicyclohexyle;Paramètres classés par classe;Chimique;Micropolluants organiques;Phtalates;;;;;;;;;oui;133;microgramme par litre
7854;Penicilline G sodium;Gelé;PenGSod;Penicilline G sodium;;;;;;;;;;;;;oui;390;nanogramme par litre
7855;Metoprolol tartrate;Gelé;MetopTar;Metoprolol tartrate;;;;;;;;;;;;;oui;390;nanogramme par litre
7857;Losartan potassium;Gelé;LosartanK;Losartan potassium;;;;;;;;;;;;;oui;390;nanogramme par litre
7858;Trimetazidine hydrochloride;Gelé;TrimHydCh;Trimetazidine HydChl;;;;;;;;;;;;;oui;390;nanogramme par litre
7859;desméthyl microcystine RR;Validé;DMRR;desméthyl microcystine RR;Paramètres classés par classe;Chimique;Toxines Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7860;Desméthyl microcystine LR;Validé;DMLR;desméthyl microcystine LR;Paramètres classés par classe;Chimique;Toxines Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
7861;Température de mesure de la conductivité;Validé;TCDT25;Temp conductivité 25;Paramètres classés par classe;Physique;;;;;;;;;;;oui;27;degré Celsius
7862;Trichlorure d'azote;Validé;ATCAM;Trichlorure d'azote atmo;Paramètres classés par classe;Chimique;Paramètres azotés;;;;;;;;;;oui;135;microgramme par mètre cube
7863;Propranolol hydrochloride;Gelé;PropHyd;Propranolol hydrochloride;;;;;;;;;;;;;oui;390;nanogramme par litre
7864;2,4,4-triméthylpentene;Validé;2,4,4-trim;2,4,4-triméthylpentene;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7865;triisobutylène ;Validé;triisobuty;triisobutylène ;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7866;Acide tartrique;Validé;ac tartriq;Acide tartrique;Paramètres classés par classe;Chimique;Micropolluants organiques;Acides carboxy;;;;;;;;;oui;133;microgramme par litre
7868;Rapport K2O/MgO;Validé;K2O/MgO;Rapport K2O/MgO;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;X;Sans objet
7871;Cyantraniliprole;Validé;Cyantranil;Cyantraniliprole;Paramètres classés par classe;Chimique;Micropolluants organiques;Amides (hors acéta);;;;;;;;;oui;133;microgramme par litre
7872;oxathiapiprolin;Validé;oxathiapip;oxathiapiprolin;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7873;Triclabendazole;Validé;Tricla;Triclabendazole;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;390;nanogramme par litre
7874;Moxidectine;Validé;Moxi;Moxidectine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;390;nanogramme par litre
7875;Closantel;Validé;Closan;Closantel;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;390;nanogramme par litre
7876;Indice de Larson;Validé;IndLar;Indice de Larson;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;X;Sans objet
7877;Indice de Leroy;Validé;IndLer;Indice de Leroy;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;X;Sans objet
7878;1-bromo-2-chloroéthane;Validé;BrClEthane;1-bromo-2-chloroéthane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
7881;Tonalide;Validé;Tonalide;Tonalide;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7882;2-t-butylphénol;Validé;2-tBuPh;2-tBuPhénol;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;;;;;;;;;oui;133;microgramme par litre
7883;3-amino-4-chloro-1-trifluorométhylbenzène;Validé;ClCF3An;ClCF3NH2Benzene;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7884;Butachlor OA;Validé;ButaClOA;Butachlore OA;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7885;Butachlor ESA sodium salt ;Validé;ButaCESANa;Butachlor ESA. Na;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
7886;2-(Ethylamino)toluene;Validé;N-EtCH3An;N-Ethyl-2-MethylAniline;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7887;Somme de Ethylamine + Diméthylamine;Validé;Et+DiMeAm;Et+DiMeAmine;Paramètres classés par classe;Chimique;Micropolluants organiques;amines;;;;;;;;;oui;133;microgramme par litre
7888;PCB 143;Validé;PCB 143;PCB 143;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;133;microgramme par litre
7889;Nonabromodiphenyl ether (congénère 206);Validé;BDE 206;nonabromodiphenylether206;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
7890;4-Methylbenzotriazol;Validé;4MeBnTriaz;4-Methylbenzotriazol;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazoles et imidaz;;;;;;;;;oui;133;microgramme par litre
7891;5-Methylbenzotriazol;Validé;5MeBnTriaz;5-Methylbenzotriazol;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazoles et imidaz;;;;;;;;;oui;133;microgramme par litre
7892;Acesulfame;Validé;Acesulfame;Acesulfame;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7893;1H,1H,2H,2H-Perfluoroctan-sulfonat (H4PFOS);Validé;H4PFOS;1H,1H,2H,2H-Perfluoroctan;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7894;Aténolol acide;Validé;AtelonolAc;Aténolol acide;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7895;Metalaxyl Metabolite CGA 62826;Validé;CGA62826;75596-99-5;Paramètres classés par classe;Chimique;Micropolluants organiques;Amides (hors acéta);;;;;;;;;oui;133;microgramme par litre
7896;Metalaxyl Metabolite (CGA108906);Validé;CGA108906;CGA108906;Paramètres classés par classe;Chimique;Micropolluants organiques;Amides (hors acéta);;;;;;;;;oui;133;microgramme par litre
7897;Candésartan;Validé;Candesart;Candésartan;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7898;Guanyluree;Validé;Guanyluree;Guanyluree;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7899;Lamotrigine;Validé;Lamotrigin;Lamotrigine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7900;Saccharine;Validé;Saccharine;Saccharine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7901;Valsartan;Validé;Valsartan;Valsartan;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7902;Cyclamate;Validé;Cyclamate;Cyclamate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7903;Bis(2,4,6-tribromophenoxy)éthane;Validé;BTBPE;BTBPE;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7904;Nonabromodiphényl éther (congénère 207);Validé;BDE207;nonabromodiphenylether207;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
7930;Somme des PBDE : 85, 99 et 100;Validé;BDE8599100;pentaBDE 85-99-100;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
7931;Acide formique;Validé;Acide for.;Acide formique;Paramètres classés par classe;Chimique;Micropolluants organiques;Acides carboxy;;;;;;;;;oui;162;milligramme par litre
7934;Polyisobutylène;Validé;Polyisobut;Polyisobutylene;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7935;Sulfamerazine;Validé;Sulfameraz;Sulfamerazine;Paramètres classés par classe;Chimique;Micropolluants organiques;Amides (hors acéta);;;;;;;;;oui;133;microgramme par litre
7936;Prothioconazole-desthio;Validé;ProthiDest;Prothioconazole desthio;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7940;4-chloro-N-(5-oxo-2,5-dihydrofuran-2-yl)benzamide;Validé;MetQuinm1;3hydrox7Clquino8carbacid;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7941;BF 490-M1;Validé;Metkresox1;métabolitkresoximmethyl1;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7943;1-Bromo-3-chloropropane;Validé;1bromo3clp;1Bromo3chloropropane;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7944;9-fluorénone;Validé;9-fluorn;9-fluorénone;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
7945;Acide 3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonique;Validé;4:2 FTSA;4:2 FTSA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7946;Acide 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonique;Validé;8:2 FTSA;8:2 FTSA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7947; Acide  3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecanoïque;Validé;10:2 FTCA;10:2 FTCA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
